platform,canonical_sku,review_id,review_date,rating,review_text
Amazon,B08RYLKT9Y,B08RYLKT9Y-R1,2023-11-19,4.7,"I was able to put the barn door together in 30 minutes.  But my general contractor had difficulty installing it; he went took a break to go to the hardware store to pick up more parts and still was not happy with installation.  There is a “click” which we think is supposed to be a stop or soft close stop, but the door keeps rolling past that click without stopping so we do not know what it is.  But I am still happy with the door.I laid everything out in a larger area to put together the door.  I did have trouble with two screws, once they were installed, I could not unscrew them to make slight adjustments.A handle is included.  I did not know that and bought one at the hardware store.  It is a sturdy handle.  And the reverse side has a sunken in “handle” to open the door.The hanging board is not included; I hired a general contractor to hang the door and he put it up there for me.I recommend this barn door.  I missed the sale, so it is a bit more pricey than other choices, but it is nice looking, well made, and I was able to put the door together (I needed help installing it up)."
Amazon,B088CTW44F,B088CTW44F-R1,2022-10-07,4.6,"bought this due to review comparing it to other drives by same manufacturerHowever still find it unbearably slowNow honestly, moving gigabites in volume is a lot of bits to move, so ???? .... but it clearly is usable as 'back up storrage' only and NOT for 'live use' of anything beyond looking at a small sized jpg.I am not unhappy, if it holds up as Back up storrage, but will need to find additional solutionsThis is great! Copies quickly, a one MB folder was completely copied in a little over a minute! No problems at all.As noted in other reviews it worked right out of the pkg on my MacBook Pro w/o any formatting. Used solely to store my tens of thousands photos. Bottom gets pretty warm as it is a HDD & not an SSD. Write speed is slow but I knew that when I bought it for the price. Device side of cable appears proprietary (see photo). Didn't use any of the SW provided on the drive. Nameplate says made in Thailand in 2022.First I love the compact size and then the price for 2T is very good. It wasn't hard to set up with my MacBookPro. Once I went through the downloaded installer and was able to go to the Time Machine in my system preferences and check this as my preferred backup device. The first backup is a little over one hour but I have a lot to download so the time to do this is fine with me. I also liked the fact that it came with a USB-C adaptor so I didn't have to go to an Apple dongle. I have used G Drives in the past but the prices are extremely high now if all you are doing is backing up to your personal computer. I am not a tech savvy person but I didn't need any tech support to get this running.I can use it to secure my important documents.I am using this to back up photos and video clips to relieve brain space on my Mac. Of course, I have another of a different brand as well as extra backup. I had no problems formatting and was able to start dragging & dropping files immediately. Great price for 1TB and a good solution compared to the many, many flashdrives of every high-rated brand under the sun that has failed.It's a fine hard drive for the price, but I bought this because I thought it used a USB-C connection. instead, it's a proprietary connection leading to a USB-A...with an A to C adapter. That means one more thing to remember every time I want to connect this hard drive to a modern computer.I loved this thing since I got it at the tail end of 2019. I save all my important docs, pictures, emulators, etc on this drive. I do not use it for automated backup and I use a Miscrosoft Surface Book 2. My issue with this hard drive is sometimes it takes a while for it to load after putting in my password. The high probability of constantly troubleshooting and losing all of my precious data freaks me out. I can deal with unplugging and re-plugging once or twice to get it to work. Tonight I tried to get it to load for 3 hours, doing combinations of laptop restarts, unplugging and re-plugging, switching power cords, trying to use Toolkit to deactivate the password feature (that's where it always seems to freeze and stop responding). It seems like it doesn't stay powered on long enough through the loading process and just stops responding. I have not tried calling customer support yet as it's almost 23:00 EST as of this writing, but I may try tomorrow. If it is something that is easily fixed, I would love to give it 5 stars.UPDATE 2/22/21: I was finally able to disable password encryption and no issues! 4 stars only because I'm not sure if it will act up again when I re-enable it.Broken down and died after 1 week. I called Seagate, the told me it could happen because the drive is very sensitive!!! How can that be an excuse!! I lost all my data.The 1 star is for Amazon. Returned withought question.I have always used seagate hardrives in the past and I work with large files daily and this was a disappointment. Paid about $200 for the 1TB and i was expecting it to be pretty fast. I tried to transfer a 171GB file from my macbook pro (2019) to my SSD and it took nearly 45 mins!!!! I was also really disappointed with the USB-C adapter it came with, it feels cheap and was super loose and kept disconnecting easily from my macbook. Tried transferring a 10GB file from my husbands PC laptop, took 3mins and 12 seconds... Very disappointed. Now i have to spend more money and see if a USB-C to Micro-B cable would work for this instead or better yet return this and find a better hard drive!Great product BUT, if you have a Mac and are doing your backups in Time Machine, you should know that if you use this as your storage, you can ONLY store the Time Machine backups on it. Nothing else. This means you can't drag folders or add extra photos or anything like this.Also, it does take a bit of figuring out to format the disk to be compatible to do the Time Machine backups, but once that's done it works fine.This drive did not work out for me. It was defective for sure, it would disconnect and stop running while transferring large files. Eventually it was unreadable on two laptops, which it somehow manages to freeze the laptops and a reboot had to happen. I had a lot of data to transfer and was unable to finish. I was able to format the drive after several attempts so I can return it. I wouldn't recommend it for large data transfer."
Amazon,B08N1KG4M7,B08N1KG4M7-R1,2022-10-14,4.3,"We bought this to use u Dee our pedestal chair to protect our new LVP flooring. Perfect fit and perfect color matchWhat I needed to place at back door for coming inside.Since I live in a high rise condo with tile floors in Florida, I needed a carpet patch for my new puppy. I knew that a polypropylene area rug would be best for a puppy because of the potential for accidents. Polypropylene rugs can be hosed down!!! Plus the pile was tight and level. She can't get a grip on a thread to pull! She loves her little bit of carpet and its easy for me to keep clean. I would highly recommend it.As indicated above, quality of rug is good, like appearance but too expensiveI like what I order thank youThe quality is excellent but the color is not what I expectedThis rug is perfect for the sliding glass door! I bring wood inside to the wood stove and this rug looks nice and will wear well! I am sure it will be easy to spot clean and no one will be able to tell that it actually is an indoor/outdoor-type rug. Perfect for my needs!Slid around. Not much backing to keep from sliding on floor.The carpet is half an inch smaller than advisedWe love the colour, its durability and texture. Perfect for the space for which we purchased it."
Amazon,B09CQB6FZF,B09CQB6FZF-R1,2024-01-16,3.8,The color is sooo pretty it's darker irl than on camera worth it
Amazon,B0CPBK1YGN,B0CPBK1YGN-R1,2024-03-03,3.2,The heat nor the fan blows hard or much.
Amazon,B00UBV4PL8,B00UBV4PL8-R1,2024-01-17,3.9,Good
Amazon,B09KC3KT1J,B09KC3KT1J-R1,2023-08-24,4.5,This is a cute cropped vest. Pretty good quality and a good price.
Amazon,B079TY3V1S,B079TY3V1S-R1,2024-01-16,4.6,It's the fourth watch in my Casion Collection with a price lower than $25.
Amazon,B019310290,B019310290-R1,2022-09-20,4.5,"This game provides interesting facts that kids internalize in a fun way.We bought the countries version of this game to be an educational game because the pictures in the Amazon description seem to show that the country is highlighted on a world map on the card. I'd love for my daughter to learn where each of the countries are in the world. However, the maps of the world are so tiny that they are worthless for trying to learn their location. I'm not even kidding or exaggerating or just needing bifocals or something. So disappointing. The pictures in Amazon are not even close to actual size. They're a lot bigger.Some of the stats are worthless educationally, but we saw that in other reviews so expected that a bit. However, we are very disappointed about the maps on the cards being unusable. At least these cards may get her familiar with the names of countries. If we play it. But she hasn't wanted to play it after the first time, so this seems like a bust.Hope they fix this sometime.I love these ""Top Trumps"" card games and grew up playing them with my brother. You always learn a little as you play. I think this one is particularly educational - the competitive categories are highest point, population, land area, Olympic medals and flight time from D.C. There's also a picture of the flag and some fun facts about each country on the cards. Did you know India has four times the population of the US in one third as much area? Highly recommend, great stocking stuffer.These card games are unfortunately named but they can be educational and engaging for the kids - the ""Countries"" version includes the information of 30 countries such as population, area, highest point, flight time from Washington DC and number of olympic medals won (probably as of 2014) and you win or lose cards by picking the strongest attribute of the card in hand and hoping it will best that of your opponent's.Keeps my son occupied and very happy! Really great game for a 7 yr old boy. It's amazing to me how much he now knows about countries of the world!This game is fun and durable. It’s also very convenient to bring along for long rides.Just like top trumps from my youth.Not dusty, the colour of the packing is excellent, the plastic is not cracked and the overall packaging is sealed. But the box is a bit smelly, not suitable for kids. The cards is fine.We have played several top trumps games. This one somehow has confusing categories. It does not get chosen too often.I think pretty much everyone, every age, likes Top Trumps.This version was a hit with the boys (11 and 13), especially as their dad was completely out of his comfort zone (I don't think I have ever seen him use an emoti!).Grandson learn plays same timeGreat item and can learn so much from each card too!Great game my child loves playing these and is learning while playing"
Amazon,B00C4ZT9EM,B00C4ZT9EM-R1,2022-09-17,4.4,"Easy to use work's greatThe camper seems more stable with these in place and they are a quick install. Takes a bit more time than just putting chocks in place but worth it.Works greatWhy pay top dollar? These are very sturdy and well made and my RV has not moved one bit!Easy to install. Notice some increased stability. Not sure how much. But worth the price and i don't believe I put undue stress on axels usimg them.They will do for a cheaper set up. You will have to tighten them from time to time thou. Just make sure your strong enough to tighten them down. They work just fine.I run these on a Jayco Jayfeather X213. The tires are very close together and so I don't think the typical scissor style chocks would even work.These are awesome though. I usually boondock and, even on the most unlevel camping spots, the difference in stability using these is huge. The trailer barely ever moves. My wife used to get mad because just walking to the bathroom used to cause the whole trailer to shake and wake her up at night, but not anymore.I read several reviews that stated how it helped to minimize the feeling of movement but even after getting one for each side I feel it the same.Bought two of these in large (wish it came in a set). Used them on our 33’ travel trailer. The trailer has two large opposing slides. It is a fairly heavy trailer and doesn’t rock a lot from the start but these virtually eliminated any rocking that was there. In a lighter trailer, I could see why you would want to go with the heavy duty steel version at double the cost. If your trailer has a lot of movement, these may not be for you. If you want to shore up the last little bit of motion after you’re all set up... you can’t go wrong with these.Works great for my narrow wheel gap. I was using a x-chock before. But because my wheels are close together, and the design of my fenders, it made it very awkward to use and get a wrench in there. The Camco wheels chocks work much better. Simple, and no extra wrench to store. They are also light weight, and less clunky to store. Makes trailer solid as a rock. After tires cool from driving, it's a good idea to snug them up a bit. Easy to give the knob a quick twist versus finding the to wrench with the xchock.I bought these as an alternative to more expensive and heavy steel ones. I am very pleased at how much more solid and stable my travel trailer feels when parked. It almost eliminates all that shake and jiggle of the trailer caused by walking inside. I was concerned that being plastic they might be flimsy and lack durabilty. So far they are holding up well. Just resist the temptation to overtighten them and I'm sure they will last for many years.these things are great! they make it so much safer to hitch and unhitch the trailer because they prevent any movement as the tongue goes up and down. Also, when you're in the trailer it keeps things still so when others are walking around you don't feel the trailer moving/wiggling. They are way better and easier than the wheel chocks the slip in front of the tire.the threaded part should have been longer..it actually was hard to push between the tires..cause it was short the threaded bar...it said for tires between 26"" to 30"" which my are and the space between the tires 31//2"" to 51/2""which mine was...Please make the threaded bar another 1"" longer and it will work much better..thank you!"
Amazon,B0064U0DYS,B0064U0DYS-R1,2023-08-02,4.1,Great clogs comparable to Dansko on fit and quality but at 40% off regular Dansko price
Amazon,B015RWPR30,B015RWPR30-R1,2023-08-15,4.8,Exactly what we wanted
Amazon,B07TN6YT2P,B07TN6YT2P-R1,2024-01-15,4.6,"I bought two dozen of these and couldn't be more pleased! Because each light is outfitted with an internal timer (6 hrs) I turned them all on at 6:30 pm. We have a large house and I set the lights on the sills of our windows at Christmas time. Sure enough, every night - voila! - all our windows are illuminated at 6:30 pm! They have a strong light so they show up beautifully, and shut themselves off 6 hours later. So nice not to have to go through the house turning on dozens of lights or having to mess with a remote control that would probably get lost - wonderful! Highly recommemded!!"
Amazon,B07PPLX2L5,B07PPLX2L5-R1,2024-02-04,4.4,"My teenager and I put these together in less than an hour. They did require some caulking in small gaps, but overall, I think they look amazing considering the size doors I needed were going to be a few thousand from an actual door manufacturer."
Amazon,B0B5DM42BQ,B0B5DM42BQ-R1,2024-03-03,4.7,"These lights are really pretty. I love the soft white light, they lit up my driveway really well...well made lights, i would definitely recommend"
Amazon,B08JMD4LMM,B08JMD4LMM-R1,2023-08-09,4.5,"I live in South Florida and don't wear shoes or socks, ever down here, only flip flops.  I run here in the sand every morning, barefoot.  So, I recently took a few week vacation up north and around the country, where I would have like to continue running, but not everywhere has nice, soft sand for me to run on.  I found these shoes here on Amazon, they seemed to have some great reviews, and were not too expensive, I believe I paid around $40.  I wore them for a few hours here at home, went for a nice long walk, mowed the grass, etc.  I was surprised I didn't get any blisters or rubbing.  They fit really snug and perfect, almost too perfect.  The size was right on the money, I am normally a 10.5, and that's the size I got, and my toes just grazed the front.  For the few weeks of my vacation, I went on a few pretty intense hikes in the norther Rockies of Montana, also jogged on pavement a few times around New England.  Wow these things are so comfortable, and for the price, I would have been happy if they lasted the three weeks then fell apart after, I got my money's worth.  Nope, these shoes are still going strong, and I don't wear shoes in South Florida at all, but I am hanging on to them for next time I go away.  Anyways, I highly recommend these sneakers!"
Amazon,B004I5NVFY,B004I5NVFY-R1,2023-08-10,4.5,"I usually wear what I think are called “traditional” fit Carhartts because the pocket arrangement is perfect for me.  I decided to try the “relaxed” fit this time because i thought they might suit my skinny legs better, which my wife confirms is true.  After 20 years of the “trad” fit, these feel tight to me.  I will still wear them but just for “dress”, and will go back to “trad” fit next time.  These also ride lower on the hips, which I don’t mind, except that the zipper is 1 inch shorter, which may be an issue for some when visiting the loo and needing access without a bit of a struggle, if you know what I mean.  If you don’t know what I mean, the relaxed fit is perfect for you, congrats.  My bottom line, if the fit is what you like, they are fine.  If you are a trad fit guy, try on first."
Amazon,B0BWDZM56Q,B0BWDZM56Q-R1,2024-02-04,2.5,This product fit and seems to be sturdy and working fine.
Amazon,B0BTBTQ1XB,B0BTBTQ1XB-R1,2024-06-10,4.7,"time will tell how long this will last, i usually put clear UV protectant spray on them to keep them longer.  This is nicely done and easy to apply.  Adheasion could be better, but overall it was worth the price."
Amazon,B093BL5Y99,B093BL5Y99-R1,2023-08-23,4.6,"I make jerky every week, so I'm familiar with jerky guns and the process. This one is simple and straightforward. Super easy to assemble, and while I only really use the flat nozzle, having a second round one is nice.My only complaints are twofold: one, that there's no plunger. You want to get the air out when stuffing the tube, and there's no tool to do so. I use the kitchen aid meat grinder, and the plunger that comes with it is a little small for this tube, but works well enough. Two, there's no cleaning brush. It's a long, thin tube, filled with raw meat. It's a bit tough to clean. An issue with all jerky guns, but a brush would be nice.All in all though, for the money, it's great, and works as advertised. Would buy again."
Amazon,B00WEVLGEW,B00WEVLGEW-R1,2022-09-22,4.6,"I’ve had this mouse for 2 years and It’s still working perfect. I use it for league mostly and i havent had any issues with it. The only thing is that its faded in the right click bc of the use but it works perfect.Very nice Gaming Mouse! My grandchildren love the colors! It's very easy to use and fits the hand comfortably.I've had this mouse for a couple years now and it still works really well. I need to press a little harder to get it to click sometimes but that really isn't a big deal.It's pretty and it works. Good enough for me.Also, hoping it will crack up the various relatives who come by to keep the computer running when unplug-then-replug isn't the answer. The promotional CGI animation is friggin awesome, for some reason. It's over the top.No reason not to get it. It doesn't have the buttons on the thumb side if you are a lefty, though. Otherwise it works well.The mouse is okay for just minimal usage. Good RGB. I can't comment on its functions for gaming because I just use mine at work (don't ask why) even though it's marketed as a gaming mouse. It just goes along with my RBG keyboard to bring everything together. Side note, the mouse does not go off when I shutdown my PC for the day. It does stay on, and I've been trying to figure out how to get into the BIOS to correct the problem. But since it's a work PC, tinkering with the advance settings is forbitten in this establishment. I'll just have to deal with it....Good product for the price"
Amazon,B09H616MGV,B09H616MGV-R1,2023-08-15,3.8,The clasp keeps coming undone. The color is beautiful. It is the perfect size.
Amazon,B095VPP5YK,B095VPP5YK-R1,2023-08-02,3.9,"I wore these shoes around 5 times and they looked so good on me! Unfortunately the back strap broke at a wedding. Luckily, it literally held on by a thread and we’re still wearable for the rest of the night. (Not wearable now)"
Amazon,B094TJ5FBF,B094TJ5FBF-R1,2024-07-08,4.6,"We have owned various speakers. Used lots. Listened to even more- softball games, camping, block parties, etc.These Sonys, for the price of a set are an amazing deal. No distortion. Great bass. Clean sounds. All the highs and lows you'd expect from a high end. And a great price.Do they have wheels, or a stand? No. Do they have great quality? Yes. Is it worth the trade off? Heck yes."
Amazon,B0B2X3DH8Q,B0B2X3DH8Q-R1,2023-10-07,4.5,"Working in a hospital on my feet for 12 hours a day, my feet would burn and hurt each evening. I've tried many different and expensive shoes but these are by far the best ones. Before trying these I swore by the Brooks line, however these are so much better and cheaper. I've bought two pair already. Wearing these is like having marshmallows on my pressure points (ball and heel) to absorb the impact of each step. They are true to size and the laces have a little elastic to allow just enough stretch when walking so that you don't get the choked feeling. These are very light weight and your feet will thank you after a long day."
Amazon,B07DNX2LBX,B07DNX2LBX-R1,2023-05-21,4.3,Diffuser sticks
Amazon,B08DVVYW3S,B08DVVYW3S-R1,2024-03-17,4.2,Great product - Would suggest purchasing - Looks great and functional
Amazon,B00V0EY556,B00V0EY556-R1,2024-03-17,4.7,"I've been looking for the best pages to hold my Pokemon card collection. I started with Vault X, which are good quality, but hold the cards rather loosely (note, I am single sleeving my cards before inserting them in the pages). I was not happy with how easily the cards fell out. I then tried DragonShield and was immediately disappointed with the quality, as many of the pages had permanent marks and the clear plastic itself was wavy and affected the appearance of the cards, not to mention how flimsy the pages were.Finally I tried BCW and I couldn't be more satisfied. The pages aren't quite as stiff/heavy as Vault X, however, they hold my single sleeves cards a little tighter, making it less likely that they fall out. They are also marginally smaller than the Vault X pages, so they fit better in my 3-ring binder. The clear plastic is smooth, not wavy like the Dragonshield.Overall very satisfied. I would recommend these pages with the BCW card sleeves as well as the Avery Ultralast 3-ring binder."
Amazon,B08B1HXYPV,B08B1HXYPV-R1,2023-08-23,4.4,"This rug is super absorbent, soft, and great for my bathroom. Perfect size"
Amazon,B00NPA2WEY,B00NPA2WEY-R1,2023-08-23,4.6,I’ve been using all good coconut oil for 15 years now. Love the product. There distribution has changed. Package came today broken and soggy cause oil spilled everywhere. Can’t return/ or use. Would like product replaced
Amazon,B09QM9K9ZR,B09QM9K9ZR-R1,2023-11-19,4.5,"My LG 17 (2022) is small and light, and does not need a normal 17"" sleeve. It swims in my 17"" briefcase. My old sleeve has rounded corners that prevented the case from enclosing the laptop. This one is a touch taller and has ""sharper"" corners that allows it to enclose the computer properly. I am not sure if there are slight manufacturing differences, but my computer is only about 10.25"" deep which is shorter than the description of the size that should fit. My old sleeve is being ""handed down"" to my wife whose new 16"" laptop fits great!We don't use the sleeves often, but when we do travel, they give extra protection in backpacks, or in suitcases."
Amazon,B008NMOKIK,B008NMOKIK-R1,2023-08-23,4.5,It’s more golden/yellow than the creamier color that’s pictured online. But still a nice curtain.
Amazon,B09X56FJY7,B09X56FJY7-R1,2023-08-22,4.4,"I was drawn to this fan because of its unique distressed modern styling. I also like the look of 5 blades compared to 3. The remote is fully featured with 6 speeds, summer/winter modes, timers, and a special button named ""Natural Wind"" that when pressed quietly cycles the fan through different speeds randomly... which I find very enjoyable.Installing it was fairly easy, they've provided a hanger style bracket that once installed on ceiling the fan then just slides into it. There's a terminal block on the side of that hanger bracket that allows the house wiring to connect to the fan wiring without the need for wire nuts. After hanging the fan, I just plugged in 2 connectors and connected the ground wire... wiring done!The fan blades each attach with 3 screws, a few of the screws were tight all the way in from finish or debris in the threads. These all tightened just fine but needed just a bit of extra muscle. I had read a couple of reviews that complained about stripping screws, I did not have this problem.The covers are really nice and are super easy to move into place.When I first ran the fan it wobbled only on its highest speeds of 5 and 6. The included balancing kit worked very well and after 6 tries I had the fan perfectly balanced.I am super happy with this ceiling fan and looks great in the room."
Amazon,B081R3Z7QM,B081R3Z7QM-R1,2023-08-03,4.5,"I had an older Armitron of the same model with a strap that was cracked and ready to break. The cheapest band I could find was $18.99 and this complete new watch was $17.99 (No-Brainer). It has a large, easy to read time and date display and I don't need my watch for a Timer-Alarm or stop watch, so this works !"
Amazon,B07K7FQGVJ,B07K7FQGVJ-R1,2022-10-02,5,"I had to shred some credit cards as well as old navy and sears cards. This shredder worked wonderfully, but I wasn't aware that the shredders from walmart also do credit cards (I thought they only did paper). If you need to shred credit cards, I recommend looking elsewhere, you can buy one that does them for less than $50. Don't make the mistake I did."
Amazon,B0B5RK55RD,B0B5RK55RD-R1,2024-01-17,4.3,Made teacher lanyards with these and they were a hit.  So cute!
Amazon,B01LMP2MG6,B01LMP2MG6-R1,2022-09-22,4.7,"I use these for cycling and for work and they are awesome for keeping me hydrated and safe during the dangerous heat we have had this summerLos empaques son muy comodo para llevar en el bolsillo a la hora del ejercicioThese are good when you are trying to manage how many calories you are ingesting on super long rides. These are easy on the stomach, and provide enough calories to supplement my liquid nutrition. They are really easy to carry and open while riding.I swear by the GU Roctane products to aid in my cycling. These help pick you up and have a kick of caffeine in them as well. The flavor works on hot and cold days, not too overpowering. I keep 4 on me on all of my longer rides. A must have for endurance training/riding.I run 65-100 miles per week. I use these for long runs (16-22 miles) and marathons. Gels are all pretty much the same price, unless you buy in to the Maurten hype and want to pay double for a gel. I know, flavor and effectiveness is going to be very subjective depending on the athlete, but I’ve tried the rest and these are the best (at least for me). Blueberry Pom doesn’t have life-changing flavor, but then no gel I’ve tried does. But it doesn’t have a funky lingering aftertaste either, as some gels/flavors can. It’s small enough to fit into the tiny pockets of runners shorts. It’s thick enough so I can safely open it and take my time ingesting it while running, avoiding messy leaks (no sticky hands and chin like other gels).I like to run long distances (20-31 miles) and these make such a huge difference in performance and mental clarity.Barely enough caffeine for me to notice but enough to give you that little boost.Easy to digest and great flavor.I never run without these.UPDATE: 23 SEP 2017I've been using the Blueberry Pomegranate for over a year now in many races. The taste is OK but my runner partners all hate it for some reason. The Cherry lime tastes better, but if you hated the Blueberry Pomegranate, you'll probably hate the Cherry Lime. Honestly, when I'm tearing down the road/trail in a race, I couldn't care less about taste. I'm sucking down that gel pack and looking for a bit of hydration, while trying to maintain a competitive pace, locate a garbage can / refuse drop zone, and try to finish a race. I only use the gels at the beginning of a race, or in the middle if it is longer than 45 minutes (like a 10K, 10 miler, half marathon, etc...)Original review:I purchased the Blueberry Pomegranate flavor and am glad I did so because it tastes great. It tastes just like their chews, except in semi-liquid form. It goes down very easily without the need for water. I find that it really does give me the energy I need to finish my race or activity. The instructions say to take it 5 minutes before, and every 45 minutes afterwards. My stomach doesn't digest stuff as quickly, so I have to experiment with how early to take it prior to a race.If you're going to run a race or participate in an event longer than 30 minutes, I highly recommend packing these gels. So far, the BCAAs have not upset my stomach. The caffeine really does work.I'd been using the normal Gu for quite some time -- Vanilla Bean flavor -- and found that it worked fairly well. The occasional minor stomach issue, but no big deal. I've never been a big fan of the very thick consistency, and since I was working my way through a large box the vanilla flavor started getting on my nerves.I decided to ""upgrade"" to Roctane and thought that switching over to something with a fruit flavor would help break me out of my vanilla rut...The good: Roctane has a considerably thinner consistency, which is awesome. Easier to eat, doesn't coat the mouth/throat as much, and feels much easier on the stomach. I also feel like the extra caffeine gives me a small bonus boost. And the BCAAs? I have no clue, but apparently they help with carb uptake. I can't measure that. Energy levels feel pretty much the same, but MAYBE a bit faster acting with Roctane. (Could be totally psychological since these things are damn expensive and I want them to work better.)The bad: The cherry lime flavor that I bought tastes like jellied, chemical-infused regret. Ugh. Almost laughably bad. I brought two Roctanes and a plain Gu Vanilla Bean on a recent long run, and ate the Roctanes first. The vanilla Gu was like a delicious special treat after the Roctanes.So, four stars, mainly due to taste.Next time I'll try the Vanilla Spice flavor.Esta marca la llevo utilizando años y es gama alta. Tiene cafeina con una dosis buena para una hora para mantenerte bien y aminoácidos para el desgaste muscular en pruebas largas de varias horas como por ejemplo maratón, media maratón o ciclismo en salidas de 100 kms en adelante. El sabor es muy bueno, los geles con cafeina suelen ser algo amargos pero este no, la densidad es viscosa, típico de estos geles pero se toma muy bien. Además el precio es muy bueno.Every Canadian retailer I've visited has big white stickers on the product to provide Canadian compliant nutrition information which ruins the gel packs. Your sweat makes the white sticker become disgusting chunks of paper that end up in your mouth during a race.I was hiking the lake superior coastal probably the most challenging trail i have hiked hiking for 4 days 10 hours a day my last day of the hike I felt dehydrated even though I was consuming plenty of water felt fain and lost my energy still with klm to go my friend offered me this gel energy pack I removed in about 15 and finished the hike I highly recommend it it works it truly does this product really pulled me through to the end will never go hiking without itRapporto qualità- prezzo insuperabile sul web, peccato che sia esaurito altrimenti l’avrei comprato di nuovo.Dimensione utile per attaccarli alla cintura e ottimo l’aiuto per le corse lunghe. Unico difetto indispensabile accompagnargli con l’acqua o simile.ConsigliatoThe box arrived damaged with visible signes of wear, broken seal, sun exposure and expiration date in 3 months. It looks like the product was manufactured years ago."
Amazon,B0BD5JCZH3,B0BD5JCZH3-R1,2024-06-10,3.2,Ordered these lights for my dad as a gift we installed them they look really good! Will be ordering some for me next 💯
Amazon,B009W7LW4U,B009W7LW4U-R1,2024-06-10,4.1,I absolutely love sitting outside and enjoying understorms with all my senses. This roll on smells just like the air in a thunderstorm. I love it's soft but spot on scent!
Amazon,B09Y69LVTS,B09Y69LVTS-R1,2024-07-08,4.6,"I ordered 2 for my necklaces and belts and love them. It was the perfect space saving solution! Great quality, beautiful gold finish, and easy to install. Highly recommend!"
Amazon,B087WV6FXB,B087WV6FXB-R1,2023-09-11,4.7,"There simply isn't a competition for this knife besides Civivi's own models. It's just that good.I was hesitant between getting this or the Elementum. I couldn't ever find the Elementum in stock, and the Dogma was 3$ cheaper, so I just got it. My main concern at first was that it looked too ""threatening"", and is a clip point instead of a drop point, and because of that massive finger choil.It all made sense the moment I held it in my hand. However, it did take some time for me to get used to the flipper and know how to open it properly. It came very sharp out of the box, and well lubricated.After disassembly for maintenance, I noticed hole marks where the bearing sits. Not sure if this was from the factory or if I accidentally tightened it too much. You don't feel it unless the pivot screw is too tight.When showing it off to other people, they all fall in love with it and seem less threatened by it than my SAK.The action is beautiful but does need a fair bit of maintenance. I'll try to explain what it feels like; It's a bit stiff on the first push, but you learn to slide your finger quickly from the top down which quickly deploys it without hurting your finger. After it deploys, you feel the blade gliding on ice for a very quick second, and then you hear the click, but don't feel any aggression. The amount of force it takes to break it off the detent forces your hand to grip it just enough that it doesn't move away from you, unlike some spring-assisted knives. This won't get loose over time, it's a ceramic ball pushing by the liner lock onto a hole in the D2 steel, so unless you forcefully bend the lock back, it'll be the same stiffness for the rest of its life.So where exactly are you compromising when you don't spent another 100$ on a fancier knife? Well this is a bit controversial. There are the G10 scales, but they do sell it in more premium materials for slightly mall.The D2 steel is IMO, great. I haven't had it rust, I just wipe it after every use. It keeps its edge for long, not as long as my LM Charge+ with it's 154CM blade, but it holds it for many weeks of daily carrying (assuming you strop it). I did accidentally open it against a metal table edge, which dinged up the tip a bit.However, it's on ball bearings and has a liner lock. The bearings need a lot of maintenance, and you do need to disassemble it for that. The liner lock on mine seems to be deforming slightly where it touches the tang, but there isn't any play. As far as I'm concerned this same bearing and liner lock is in every Civivi folder.Spend 3 times as much on something like a Spyderco PM2 (which I don't own), and you get S30V steel, normal phosphorus bronze washers, and a compression lock. This is a better setup, but not one worth 3x the price IMO.Overall, the Civivi Dogma is a fantastic knife that you can't beat for the price, and this is one purchase that I didn't have any regrets about. If you're looking for a utilitarian knife to cut food regularly, then maybe look elsewhere or at their cheaper 9cr18mov knives. But if that's you, then maybe a fixed blade would be better than a folder."
Amazon,B07YNNJGNP,B07YNNJGNP-R1,2023-08-23,4.3,Fit well on my Casper mattress
Amazon,B00KBZQEAE,B00KBZQEAE-R1,2023-11-17,4.5,It’s great product
Amazon,B0C73CBMKT,B0C73CBMKT-R1,2024-04-15,4.4,"I had the chance to review these ""be studied 10w Led Track Lighting Heads H Type Track Light Heads Bright Spotlight..."" for Vine and jumped at the chance. There are no lights in any of my closets so I decided some time ago LED track. These were easy to mount, and I chose the middle color temperature. Good value for the money. The on/off switch was easy to install. See pics for lighting quality in closet."
Amazon,B0936TTCL4,B0936TTCL4-R1,2023-08-09,4.5,1star taken from waits band.Okay so you MAY want to size up on this one if you’re like me with a mommy tummy. I love this set BUT I wish my partner would have sized up because it squeezes my skin a little on my tummy and is a TINY bit short on the bottoms. Besides that it’s okay when it comes to being slightly taller than average as a woman. I’m Latina and curvy so I’m surprised it fits as well as it does.My sizes:BodyType: Muscular/HourglassHeight:5’8Weight: 150Tops: M/LBottoms: L/XLBra: 36BShoe: 8 1/2
Amazon,B079C73NXT,B079C73NXT-R1,2024-04-29,4.4,Awesome glove but they run very small!
Amazon,B08CGC63WH,B08CGC63WH-R1,2023-08-02,4.1,"I’ve had Trail Gloves in the past. Those were barefoot. This current iteration has noticeably less ground feel than prior Trains Gloves and, for me, that’s not such a bad thing. I did not care for the feel of every crack, rock or stick on the trail or road being felt through the sole of the shoe. These temper that barefoot feel just enough - I feel enough, but not too much.Not much (if any) difference in the outsole. Upper fits as I expected, somewhat snug but not bad.Sizing and fit were as expected. We’ll see how well they last. If they hold up well, I’ll be buying another pair."
